pac00,[tfm=net9.0]CommunityToolkit.Uwp.Animations,8.2.250402
pac01,[tfm=net9.0]CommunityToolkit.WinUI.Animations,8.2.250402
pac02,[tfm=net9.0;isPrerelease=true]CommunityToolkit.Uwp.Behaviors,8.2.250402
pac03,[tfm=net9.0;isPrerelease=true]CommunityToolkit.WinUI.Behaviors,8.2.250402
pac04,[tfm=net9.0]CommunityToolkit.Uwp.Controls.CameraPreview,8.2.250402
pac05,[tfm=net9.0]CommunityToolkit.WinUI.Controls.CameraPreview,8.2.250402
pac06,[tfm=net9.0]CommunityToolkit.Uwp.Collections,8.2.250402
pac07,[tfm=net9.0]CommunityToolkit.WinUI.Collections,8.2.250402
pac08,[tfm=net9.0]CommunityToolkit.Uwp.Controls.ColorPicker,8.2.250402
pac09,[tfm=net9.0]CommunityToolkit.WinUI.Controls.ColorPicker,8.2.250402
pac10,[tfm=net9.0]CommunityToolkit.Uwp.Converters,8.2.250402
pac11,[tfm=net9.0]CommunityToolkit.WinUI.Converters,8.2.250402
pac12,[tfm=net9.0]CommunityToolkit.Uwp.DeveloperTools,8.2.250402
pac13,[tfm=net9.0]CommunityToolkit.WinUI.DeveloperTools,8.2.250402
pac14,[tfm=net9.0]CommunityToolkit.Uwp.Extensions,8.2.250402
pac15,[tfm=net9.0]CommunityToolkit.WinUI.Extensions,8.2.250402
pac16,[tfm=net9.0]CommunityToolkit.Uwp.Controls.HeaderedControls,8.2.250402
pac17,[tfm=net9.0]CommunityToolkit.WinUI.Controls.HeaderedControls,8.2.250402
pac18,[tfm=net9.0]CommunityToolkit.Uwp.Helpers,8.2.250402
pac19,[tfm=net9.0]CommunityToolkit.WinUI.Helpers,8.2.250402
pac20,[tfm=net9.0]CommunityToolkit.Uwp.Controls.ImageCropper,8.2.250402
pac21,[tfm=net9.0]CommunityToolkit.WinUI.Controls.ImageCropper,8.2.250402
pac22,[tfm=net9.0]CommunityToolkit.Uwp.Controls.LayoutTransformControl,8.2.250402
pac23,[tfm=net9.0]CommunityToolkit.WinUI.Controls.LayoutTransformControl,8.2.250402
pac24,[tfm=net9.0]CommunityToolkit.Uwp.Media,8.2.250402
pac25,[tfm=net9.0]CommunityToolkit.WinUI.Media,8.2.250402
pac26,[tfm=net9.0]CommunityToolkit.Uwp.Controls.MetadataControl,8.2.250402
pac27,[tfm=net9.0]CommunityToolkit.WinUI.Controls.MetadataControl,8.2.250402
pac28,[tfm=net9.0]CommunityToolkit.Uwp.Controls.Primitives,8.2.250402
pac29,[tfm=net9.0]CommunityToolkit.WinUI.Controls.Primitives,8.2.250402
pac30,[tfm=net9.0]CommunityToolkit.Uwp.Controls.RadialGauge,8.2.250402
pac31,[tfm=net9.0]CommunityToolkit.WinUI.Controls.RadialGauge,8.2.250402
pac32,[tfm=net9.0]CommunityToolkit.Uwp.Controls.RangeSelector,8.2.250402
pac33,[tfm=net9.0]CommunityToolkit.WinUI.Controls.RangeSelector,8.2.250402
pac34,[tfm=net9.0]CommunityToolkit.Uwp.Controls.RichSuggestBox,8.2.250402
pac35,[tfm=net9.0]CommunityToolkit.WinUI.Controls.RichSuggestBox,8.2.250402
pac36,[tfm=net9.0]CommunityToolkit.Uwp.Controls.Segmented,8.2.250402
pac37,[tfm=net9.0]CommunityToolkit.WinUI.Controls.Segmented,8.2.250402
pac38,[tfm=net9.0]CommunityToolkit.Uwp.Controls.SettingsControls,8.2.250402
pac39,[tfm=net9.0]CommunityToolkit.WinUI.Controls.SettingsControls,8.2.250402
pac40,[tfm=net9.0]CommunityToolkit.Uwp.Controls.Sizers,8.2.250402
pac41,[tfm=net9.0]CommunityToolkit.WinUI.Controls.Sizers,8.2.250402
pac42,[tfm=net9.0]CommunityToolkit.Uwp.Controls.TabbedCommandBar,8.2.250402
pac43,[tfm=net9.0]CommunityToolkit.WinUI.Controls.TabbedCommandBar,8.2.250402
pac44,[tfm=net9.0]CommunityToolkit.Uwp.Controls.TokenizingTextBox,8.2.250402
pac45,[tfm=net9.0]CommunityToolkit.WinUI.Controls.TokenizingTextBox,8.2.250402
pac46,[tfm=net9.0]CommunityToolkit.Uwp.Triggers,8.2.250402
pac47,[tfm=net9.0]CommunityToolkit.WinUI.Triggers,8.2.250402
